"Sex";"Age, 31 December";"Periods";"Deaths (aantal)"
"Female";"0 to 64 years";"2024 week 26";"     147"
"Female";"0 to 64 years";"2024 week 27";"     156"
"Female";"0 to 64 years";"2024 week 28";"     184"
"Female";"0 to 64 years";"2024 week 29";"     161"
"Female";"0 to 64 years";"2024 week 30";"     171"
"Female";"0 to 64 years";"2024 week 31";"     189"
"Female";"0 to 64 years";"2024 week 32";"     164"
"Female";"0 to 64 years";"2024 week 33";"     167"
"Female";"0 to 64 years";"2024 week 34";"     151"
"Female";"0 to 64 years";"2024 week 35";"     180"
"Female";"0 to 64 years";"2024 week 36";"     176"
"Female";"0 to 64 years";"2024 week 37";"     163"
"Female";"0 to 64 years";"2024 week 38";"     161"
"Female";"0 to 64 years";"2024 week 39";"     161"
"Female";"0 to 64 years";"2024 week 40";"     169"
"Female";"0 to 64 years";"2024 week 41";"     175"
"Female";"0 to 64 years";"2024 week 42";"     172"
"Female";"0 to 64 years";"2024 week 43";"     152"
"Female";"0 to 64 years";"2024 week 44";"     170"
"Female";"0 to 64 years";"2024 week 45";"     160"
"Female";"0 to 64 years";"2024 week 46";"     161"
"Female";"0 to 64 years";"2024 week 47";"     177"
"Female";"0 to 64 years";"2024 week 48";"     191"
"Female";"0 to 64 years";"2024 week 49";"     174"
"Female";"0 to 64 years";"2024 week 50";"     190"
"Female";"0 to 64 years";"2024 week 51";"     164"
"Female";"0 to 64 years";"2024 week 52";"     176"
"Female";"0 to 64 years";"2024 week 53";"      52"
"Female";"0 to 64 years";"2024";"    8918"
"Female";"0 to 64 years";"2025 week 1 (5 days)*";"     116"
"Female";"0 to 64 years";"2025 week 2*";"     168"
"Female";"0 to 64 years";"2025 week 3*";"     182"
"Female";"0 to 64 years";"2025 week 4*";"     198"
"Female";"0 to 64 years";"2025 week 5*";"     198"
"Female";"0 to 64 years";"2025 week 6*";"     176"
"Female";"0 to 64 years";"2025 week 7*";"     143"
"Female";"0 to 64 years";"2025 week 8*";"     176"
"Female";"0 to 64 years";"2025 week 9*";"     165"
"Female";"0 to 64 years";"2025 week 10*";"     156"
"Female";"0 to 64 years";"2025 week 11*";"     166"
"Female";"0 to 64 years";"2025 week 12*";"     155"
"Female";"0 to 64 years";"2025 week 13*";"     166"
"Female";"0 to 64 years";"2025 week 14*";"     179"
"Female";"0 to 64 years";"2025 week 15*";"     132"
"Female";"0 to 64 years";"2025 week 16*";"     151"
"Female";"0 to 64 years";"2025 week 17*";"     141"
"Female";"0 to 64 years";"2025 week 18*";"     157"
"Female";"0 to 64 years";"2025 week 19*";"     151"
"Female";"0 to 64 years";"2025 week 20*";"     125"
"Female";"0 to 64 years";"2025 week 21*";"     168"
"Female";"0 to 64 years";"2025 week 22*";"     146"
"Female";"65 to 79 years";"1971 week 0 (3 days)";"     161"
"Female";"65 to 79 years";"1971 week 1";"     393"
"Female";"65 to 79 years";"1971 week 2";"     417"
"Female";"65 to 79 years";"1971 week 3";"     390"
"Female";"65 to 79 years";"1971 week 4";"     382"
"Female";"65 to 79 years";"1971 week 5";"     350"
"Female";"65 to 79 years";"1971 week 6";"     319"
"Female";"65 to 79 years";"1971 week 7";"     366"
"Female";"65 to 79 years";"1971 week 8";"     375"
"Female";"65 to 79 years";"1971 week 9";"     355"
"Female";"65 to 79 years";"1971 week 10";"     371"
"Female";"65 to 79 years";"1971 week 11";"     386"
"Female";"65 to 79 years";"1971 week 12";"     351"
"Female";"65 to 79 years";"1971 week 13";"     366"
"Female";"65 to 79 years";"1971 week 14";"     371"
"Female";"65 to 79 years";"1971 week 15";"     374"
"Female";"65 to 79 years";"1971 week 16";"     365"
"Female";"65 to 79 years";"1971 week 17";"     381"
"Female";"65 to 79 years";"1971 week 18";"     381"
"Female";"65 to 79 years";"1971 week 19";"     353"
"Female";"65 to 79 years";"1971 week 20";"     337"
"Female";"65 to 79 years";"1971 week 21";"     324"
"Female";"65 to 79 years";"1971 week 22";"     408"
"Female";"65 to 79 years";"1971 week 23";"     334"
"Female";"65 to 79 years";"1971 week 24";"     369"
"Female";"65 to 79 years";"1971 week 25";"     337"
"Female";"65 to 79 years";"1971 week 26";"     354"
"Female";"65 to 79 years";"1971 week 27";"     394"
"Female";"65 to 79 years";"1971 week 28";"     323"
"Female";"65 to 79 years";"1971 week 29";"     342"
"Female";"65 to 79 years";"1971 week 30";"     355"
"Female";"65 to 79 years";"1971 week 31";"     329"
"Female";"65 to 79 years";"1971 week 32";"     312"
"Female";"65 to 79 years";"1971 week 33";"     342"
"Female";"65 to 79 years";"1971 week 34";"     302"
"Female";"65 to 79 years";"1971 week 35";"     359"
"Female";"65 to 79 years";"1971 week 36";"     324"
"Female";"65 to 79 years";"1971 week 37";"     339"
"Female";"65 to 79 years";"1971 week 38";"     363"
"Female";"65 to 79 years";"1971 week 39";"     329"
"Female";"65 to 79 years";"1971 week 40";"     364"
"Female";"65 to 79 years";"1971 week 41";"     351"
"Female";"65 to 79 years";"1971 week 42";"     421"
"Female";"65 to 79 years";"1971 week 43";"     378"
"Female";"65 to 79 years";"1971 week 44";"     363"
"Female";"65 to 79 years";"1971 week 45";"     383"
"Female";"65 to 79 years";"1971 week 46";"     355"
"Female";"65 to 79 years";"1971 week 47";"     387"
"Female";"65 to 79 years";"1971 week 48";"     411"
"Female";"65 to 79 years";"1971 week 49";"     366"
"Female";"65 to 79 years";"1971 week 50";"     401"
"Female";"65 to 79 years";"1971 week 51";"     498"
"Female";"65 to 79 years";"1971 week 52 (5 days)";"     325"
"Female";"65 to 79 years";"1971";"   19086"
"Female";"65 to 79 years";"1972 week 0 (2 days)";"     126"
"Female";"65 to 79 years";"1972 week 1";"     468"
"Female";"65 to 79 years";"1972 week 2";"     420"
"Female";"65 to 79 years";"1972 week 3";"     435"
"Female";"65 to 79 years";"1972 week 4";"     453"
"Female";"65 to 79 years";"1972 week 5";"     436"
"Female";"65 to 79 years";"1972 week 6";"     401"
"Female";"65 to 79 years";"1972 week 7";"     367"
"Female";"65 to 79 years";"1972 week 8";"     388"
"Female";"65 to 79 years";"1972 week 9";"     368"
"Female";"65 to 79 years";"1972 week 10";"     370"
"Female";"65 to 79 years";"1972 week 11";"     368"
"Female";"65 to 79 years";"1972 week 12";"     387"
"Female";"65 to 79 years";"1972 week 13";"     383"
"Female";"65 to 79 years";"1972 week 14";"     342"
"Female";"65 to 79 years";"1972 week 15";"     387"
"Female";"65 to 79 years";"1972 week 16";"     330"
"Female";"65 to 79 years";"1972 week 17";"     328"
"Female";"65 to 79 years";"1972 week 18";"     359"
"Female";"65 to 79 years";"1972 week 19";"     349"
"Female";"65 to 79 years";"1972 week 20";"     374"
"Female";"65 to 79 years";"1972 week 21";"     352"
"Female";"65 to 79 years";"1972 week 22";"     363"
"Female";"65 to 79 years";"1972 week 23";"     339"
"Female";"65 to 79 years";"1972 week 24";"     349"
"Female";"65 to 79 years";"1972 week 25";"     337"
"Female";"65 to 79 years";"1972 week 26";"     362"
"Female";"65 to 79 years";"1972 week 27";"     324"
"Female";"65 to 79 years";"1972 week 28";"     328"
"Female";"65 to 79 years";"1972 week 29";"     450"
"Female";"65 to 79 years";"1972 week 30";"     328"
"Female";"65 to 79 years";"1972 week 31";"     325"
"Female";"65 to 79 years";"1972 week 32";"     330"
"Female";"65 to 79 years";"1972 week 33";"     354"
"Female";"65 to 79 years";"1972 week 34";"     318"
"Female";"65 to 79 years";"1972 week 35";"     353"
"Female";"65 to 79 years";"1972 week 36";"     349"
"Female";"65 to 79 years";"1972 week 37";"     327"
"Female";"65 to 79 years";"1972 week 38";"     353"
"Female";"65 to 79 years";"1972 week 39";"     344"
"Female";"65 to 79 years";"1972 week 40";"     404"
"Female";"65 to 79 years";"1972 week 41";"     368"
"Female";"65 to 79 years";"1972 week 42";"     360"
"Female";"65 to 79 years";"1973 week 43";"     354"
"Female";"65 to 79 years";"1972 week 44";"     366"
"Female";"65 to 79 years";"1972 week 45";"     334"
"Female";"65 to 79 years";"1972 week 46";"     388"
"Female";"65 to 79 years";"1972 week 47";"     378"
"Female";"65 to 79 years";"1972 week 48";"     424"
"Female";"65 to 79 years";"1972 week 49";"     438"
"Female";"65 to 79 years";"1972 week 50";"     406"
"Female";"65 to 79 years";"1972 week 51";"     414"
"Female";"65 to 79 years";"1972 week 52";"     475"
"Female";"65 to 79 years";"1972";"   19533"
"Female";"65 to 79 years";"1973 week 1";"     556"
"Female";"65 to 79 years";"1973 week 2";"     477"
"Female";"65 to 79 years";"1973 week 3";"     433"
"Female";"65 to 79 years";"1973 week 4";"     394"
"Female";"65 to 79 years";"1973 week 5";"     376"
"Female";"65 to 79 years";"1973 week 6";"     388"
"Female";"65 to 79 years";"1973 week 7";"     374"
"Female";"65 to 79 years";"1973 week 8";"     353"
"Female";"65 to 79 years";"1973 week 9";"     364"
"Female";"65 to 79 years";"1973 week 10";"     331"
"Female";"65 to 79 years";"1973 week 11";"     370"
"Female";"65 to 79 years";"1973 week 12";"     350"
"Female";"65 to 79 years";"1973 week 13";"     337"
"Female";"65 to 79 years";"1973 week 14";"     355"
"Female";"65 to 79 years";"1973 week 15";"     369"
"Female";"65 to 79 years";"1973 week 16";"     336"
"Female";"65 to 79 years";"1973 week 17";"     343"
"Female";"65 to 79 years";"1973 week 18";"     356"
"Female";"65 to 79 years";"1973 week 19";"     357"
"Female";"65 to 79 years";"1973 week 20";"     359"
"Female";"65 to 79 years";"1973 week 21";"     367"
"Female";"65 to 79 years";"1973 week 22";"     328"
"Female";"65 to 79 years";"1973 week 23";"     330"
"Female";"65 to 79 years";"1973 week 24";"     336"
"Female";"65 to 79 years";"1973 week 25";"     338"
"Female";"65 to 79 years";"1973 week 26";"     355"
"Female";"65 to 79 years";"1973 week 27";"     340"
"Female";"65 to 79 years";"1973 week 28";"     342"
"Female";"65 to 79 years";"1973 week 29";"     329"
"Female";"65 to 79 years";"1973 week 30";"     320"
"Female";"65 to 79 years";"1973 week 31";"     383"
"Female";"65 to 79 years";"1973 week 32";"     335"
"Female";"65 to 79 years";"1973 week 33";"     368"
"Female";"65 to 79 years";"1973 week 34";"     335"
"Female";"65 to 79 years";"1973 week 35";"     330"
"Female";"65 to 79 years";"1973 week 36";"     345"
"Female";"65 to 79 years";"1973 week 37";"     305"
"Female";"65 to 79 years";"1973 week 38";"     350"
"Female";"65 to 79 years";"1973 week 39";"     361"
"Female";"65 to 79 years";"1973 week 40";"     364"
"Female";"65 to 79 years";"1973 week 41";"     354"
"Female";"65 to 79 years";"1973 week 42";"     372"
"Female";"65 to 79 years";"1973 week 43";"     378"
"Female";"65 to 79 years";"1973 week 44";"     355"
"Female";"65 to 79 years";"1973 week 45";"     364"
"Female";"65 to 79 years";"1973 week 46";"     326"
"Female";"65 to 79 years";"1973 week 47";"     312"
"Female";"65 to 79 years";"1973 week 48";"     357"
"Female";"65 to 79 years";"1973 week 49";"     369"
"Female";"65 to 79 years";"1973 week 50";"     328"
"Female";"65 to 79 years";"1973 week 51";"     375"
"Female";"65 to 79 years";"1973 week 52";"     394"
"Female";"65 to 79 years";"1973 week 53 (1 day)";"      59"
"Female";"65 to 79 years";"1973";"   18782"
"Female";"65 to 79 years";"1974 week 1 (6 days)";"     328"
"Female";"65 to 79 years";"1974 week 2";"     375"
"Female";"65 to 79 years";"1974 week 3";"     365"
"Female";"65 to 79 years";"1974 week 4";"     376"
"Female";"65 to 79 years";"1974 week 5";"     383"
"Female";"65 to 79 years";"1974 week 6";"     348"
"Female";"65 to 79 years";"1974 week 7";"     372"
"Female";"65 to 79 years";"1974 week 8";"     326"
"Female";"65 to 79 years";"1974 week 9";"     389"
"Female";"65 to 79 years";"1974 week 10";"     362"
"Female";"65 to 79 years";"1974 week 11";"     382"
"Female";"65 to 79 years";"1974 week 12";"     327"
"Female";"65 to 79 years";"1974 week 13";"     348"
"Female";"65 to 79 years";"1974 week 14";"     344"
"Female";"65 to 79 years";"1974 week 15";"     337"
"Female";"65 to 79 years";"1974 week 16";"     337"
"Female";"65 to 79 years";"1974 week 17";"     340"
"Female";"65 to 79 years";"1974 week 18";"     370"
"Female";"65 to 79 years";"1974 week 19";"     325"
"Female";"65 to 79 years";"1974 week 20";"     324"
"Female";"65 to 79 years";"1974 week 21";"     391"
"Female";"65 to 79 years";"1974 week 22";"     391"
"Female";"65 to 79 years";"1974 week 23";"     386"
"Female";"65 to 79 years";"1974 week 24";"     352"
"Female";"65 to 79 years";"1974 week 25";"     337"
"Female";"65 to 79 years";"1974 week 26";"     316"
"Female";"65 to 79 years";"1974 week 27";"     335"
"Female";"65 to 79 years";"1974 week 28";"     300"
"Female";"65 to 79 years";"1974 week 29";"     337"
"Female";"65 to 79 years";"1974 week 30";"     340"
"Female";"65 to 79 years";"1974 week 31";"     366"
"Female";"65 to 79 years";"1974 week 32";"     331"
"Female";"65 to 79 years";"1974 week 33";"     348"
"Female";"65 to 79 years";"1974 week 34";"     338"
"Female";"65 to 79 years";"1974 week 35";"     334"
"Female";"65 to 79 years";"1974 week 36";"     292"
"Female";"65 to 79 years";"1974 week 37";"     355"
"Female";"65 to 79 years";"1974 week 38";"     352"
"Female";"65 to 79 years";"1974 week 39";"     390"
"Female";"65 to 79 years";"1974 week 40";"     362"
"Female";"65 to 79 years";"1974 week 41";"     373"
"Female";"65 to 79 years";"1974 week 42";"     349"
"Female";"65 to 79 years";"1974 week 43";"     377"
"Female";"65 to 79 years";"1974 week 44";"     386"
"Female";"65 to 79 years";"1974 week 45";"     381"
"Female";"65 to 79 years";"1974 week 46";"     361"
"Female";"65 to 79 years";"1974 week 47";"     386"
"Female";"65 to 79 years";"1974 week 48";"     396"
"Female";"65 to 79 years";"1974 week 49";"     374"
"Female";"65 to 79 years";"1974 week 50";"     378"
"Female";"65 to 79 years";"1974 week 51";"     370"
"Female";"65 to 79 years";"1974 week 52";"     428"
"Female";"65 to 79 years";"1974 week 53 (2 days)";"     115"
"Female";"65 to 79 years";"1974";"   18685"
"Female";"65 to 79 years";"1975 week 1 (5 days)";"     270"
"Female";"65 to 79 years";"1975 week 2";"     390"
"Female";"65 to 79 years";"1975 week 3";"     434"
"Female";"65 to 79 years";"1975 week 4";"     395"
"Female";"65 to 79 years";"1975 week 5";"     385"
"Female";"65 to 79 years";"1975 week 6";"     408"
"Female";"65 to 79 years";"1975 week 7";"     415"
"Female";"65 to 79 years";"1975 week 8";"     403"
"Female";"65 to 79 years";"1975 week 9";"     390"
"Female";"65 to 79 years";"1975 week 10";"     356"
"Female";"65 to 79 years";"1975 week 11";"     391"
"Female";"65 to 79 years";"1975 week 12";"     359"
"Female";"65 to 79 years";"1975 week 13";"     350"
"Female";"65 to 79 years";"1975 week 14";"     362"
"Female";"65 to 79 years";"1975 week 15";"     348"
"Female";"65 to 79 years";"1975 week 16";"     348"
"Female";"65 to 79 years";"1975 week 17";"     344"
"Female";"65 to 79 years";"1975 week 18";"     318"
"Female";"65 to 79 years";"1975 week 19";"     363"
"Female";"65 to 79 years";"1975 week 20";"     366"
"Female";"65 to 79 years";"1975 week 21";"     337"
"Female";"65 to 79 years";"1975 week 22";"     384"
"Female";"65 to 79 years";"1975 week 23";"     344"
"Female";"65 to 79 years";"1975 week 24";"     405"
"Female";"65 to 79 years";"1975 week 25";"     357"
"Female";"65 to 79 years";"1975 week 26";"     307"
"Female";"65 to 79 years";"1975 week 27";"     322"
"Female";"65 to 79 years";"1975 week 28";"     361"
"Female";"65 to 79 years";"1975 week 29";"     347"
"Female";"65 to 79 years";"1975 week 30";"     311"
"Female";"65 to 79 years";"1975 week 31";"     331"
"Female";"65 to 79 years";"1975 week 32";"     504"
"Female";"65 to 79 years";"1975 week 33";"     384"
"Female";"65 to 79 years";"1975 week 34";"     332"
"Female";"65 to 79 years";"1975 week 35";"     336"
"Female";"65 to 79 years";"1975 week 36";"     354"
"Female";"65 to 79 years";"1975 week 37";"     337"
"Female";"65 to 79 years";"1975 week 38";"     343"
"Female";"65 to 79 years";"1975 week 39";"     320"
"Female";"65 to 79 years";"1975 week 40";"     334"
"Female";"65 to 79 years";"1975 week 41";"     368"
"Female";"65 to 79 years";"1975 week 42";"     352"
"Female";"65 to 79 years";"1975 week 43";"     392"
"Female";"65 to 79 years";"1975 week 44";"     395"
"Female";"65 to 79 years";"1975 week 45";"     367"
"Female";"65 to 79 years";"1975 week 46";"     374"
"Female";"65 to 79 years";"1975 week 47";"     395"
"Female";"65 to 79 years";"1975 week 48";"     385"
"Female";"65 to 79 years";"1975 week 49";"     343"
"Female";"65 to 79 years";"1975 week 50";"     360"
"Female";"65 to 79 years";"1975 week 51";"     358"
"Female";"65 to 79 years";"1975 week 52";"     384"
"Female";"65 to 79 years";"1975 week 53 (3 days)";"     168"
"Female";"65 to 79 years";"1975";"   19086"
"Female";"65 to 79 years";"1976 week 1 (4 days)";"     183"
"Female";"65 to 79 years";"1976 week 2";"     355"
"Female";"65 to 79 years";"1976 week 3";"     353"
"Female";"65 to 79 years";"1976 week 4";"     340"
"Female";"65 to 79 years";"1976 week 5";"     363"
"Female";"65 to 79 years";"1976 week 6";"     385"
